### INPAINTED
7 tensor([2], device='cuda:0') tensor([4], device='cuda:0')
cutout adv: 15 6 0.2059
cutout adv: 15 7 0.2059
cutout adv: 15 8 0.1502
cutout adv: 15 9 0.1502
cutout adv: 15 10 0.138
cutout adv: 15 11 0.138
cutout adv: 15 12 0.1247
cutout adv: 15 13 0.1247
cutout adv: 15 14 0.1189
cutout adv: 15 15 0.1189
cutout adv: 15 16 0.1101
cutout adv: 15 17 0.1101
cutout adv: 15 18 0.1052
cutout adv: 15 19 0.1052
cutout adv: 16 1 0.3095
cutout adv: 16 2 0.3855
cutout adv: 16 3 0.3855
cutout adv: 16 4 0.341
cutout adv: 16 5 0.341
cutout adv: 16 6 0.1931
cutout adv: 16 7 0.1931
cutout adv: 16 8 0.144
cutout adv: 16 9 0.144
cutout adv: 16 10 0.1302
cutout adv: 16 11 0.1302
cutout adv: 16 12 0.1234
cutout adv: 16 13 0.1234
cutout adv: 16 14 0.1148
cutout adv: 16 15 0.1148
cutout adv: 16 16 0.1117
cutout adv: 16 17 0.1117
cutout adv: 16 18 0.107
cutout adv: 16 19 0.107
cutout adv: 17 1 0.3095
cutout adv: 17 2 0.3888
cutout adv: 17 3 0.3888
cutout adv: 17 4 0.3387
cutout adv: 17 5 0.3387
cutout adv: 17 6 0.1836
cutout adv: 17 7 0.1836
cutout adv: 17 8 0.1399
cutout adv: 17 9 0.1399
cutout adv: 17 10 0.1248
cutout adv: 17 11 0.1248
cutout adv: 17 12 0.1168
cutout adv: 17 13 0.1168
cutout adv: 17 14 0.1127
cutout adv: 17 15 0.1127
cutout adv: 17 16 0.1057
cutout adv: 17 17 0.1057
cutout adv: 17 18 0.1028
cutout adv: 17 19 0.1028
cutout adv: 18 1 0.3095
cutout adv: 18 2 0.3933
cutout adv: 18 3 0.3933
cutout adv: 18 4 0.3258
cutout adv: 18 5 0.3258
cutout adv: 18 6 0.1768
cutout adv: 18 7 0.1768
cutout adv: 18 8 0.1301
cutout adv: 18 9 0.1301
cutout adv: 18 10 0.1247
cutout adv: 18 11 0.1247
cutout adv: 18 12 0.1192
cutout adv: 18 13 0.1192
cutout adv: 18 14 0.1118
cutout adv: 18 15 0.1118
cutout adv: 18 16 0.1112
cutout adv: 18 17 0.1112
cutout adv: 18 18 0.1081
cutout adv: 18 19 0.1081
cutout adv: 19 1 0.3095
cutout adv: 19 2 0.3925
cutout adv: 19 3 0.3925
cutout adv: 19 4 0.3261
cutout adv: 19 5 0.3261
cutout adv: 19 6 0.1636
cutout adv: 19 7 0.1636
cutout adv: 19 8 0.1313
cutout adv: 19 9 0.1313
cutout adv: 19 10 0.1247
cutout adv: 19 11 0.1247
cutout adv: 19 12 0.1235
cutout adv: 19 13 0.1235
cutout adv: 19 14 0.1098
cutout adv: 19 15 0.1098
cutout adv: 19 16 0.1059
cutout adv: 19 17 0.1059
cutout adv: 19 18 0.1028
cutout adv: 19 19 0.1028


####
1. Original inpainted (without adversarial noise) - test (small sample and big sample)
2. Cut-out without noise  - test (small sample and big sample) [cut-out had better result on small sample, big sample same result]
3. Generated 10k FGSM Adversarial examples, performed cut-out and grid search for best number of holes vs. size of hole (30% -> 39.33%) (18, 2)

To Do:
Try with inpainted adversarial images (18, 2)
Try with inception net 
Try Denoising (?)

